candidate,capital_permission,evaluation_status,family,global_795_status,global_lockbox_lb_25bps,global_lockbox_lb_gross,global_registered_trials,global_validation_lb_25bps,global_validation_lb_gross,historical_support,is_placebo,is_placebo_or_interaction,ledger_id,live_decision_weight,lockbox_lb,lockbox_lb_25bps,lockbox_lb_gross,name,proof_ceiling,protocol_sha256,registered_trial_count_family,study,validation_lb,validation_lb_25bps,validation_lb_gross
downvol_42,BLOCKED,REJECTED,volatility,,,,,,,,False,,downvol_42:future_63d_return,0.0,-0.1430659595077796,,,downvol_42:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.36244598600025013,,
vol_63,BLOCKED,REJECTED,volatility,,,,,,,,False,,vol_63:future_21d_return,0.0,-0.1631312035513437,,,vol_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.24805309465388498,,
vol_63,BLOCKED,REJECTED,volatility,,,,,,,,False,,vol_63:future_63d_return,0.0,-0.15388085647435523,,,vol_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.38186555458956606,,
downvol_63,BLOCKED,REJECTED,volatility,,,,,,,,False,,downvol_63:future_21d_return,0.0,-0.14069320177476624,,,downvol_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.25670018627910307,,
downvol_63,BLOCKED,REJECTED,volatility,,,,,,,,False,,downvol_63:future_63d_return,0.0,-0.1355194689392706,,,downvol_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.4004955606090915,,
vol_126,BLOCKED,REJECTED,volatility,,,,,,,,False,,vol_126:future_21d_return,0.0,-0.18040833596780617,,,vol_126:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.26190915339372617,,
vol_126,BLOCKED,REJECTED,volatility,,,,,,,,False,,vol_126:future_63d_return,0.0,-0.18619974417906154,,,vol_126:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.36555388522286997,,
downvol_126,BLOCKED,REJECTED,volatility,,,,,,,,False,,downvol_126:future_21d_return,0.0,-0.1630624915585647,,,downvol_126:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.26633884297349936,,
downvol_126,BLOCKED,REJECTED,volatility,,,,,,,,False,,downvol_126:future_63d_return,0.0,-0.15121625095702296,,,downvol_126:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.39073260227368223,,
skew_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,skew_21:future_21d_return,0.0,-0.029318189983483532,,,skew_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.198967200762694,,
skew_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,skew_21:future_63d_return,0.0,-0.07751058835360003,,,skew_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.20870414862516354,,
kurt_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,kurt_21:future_21d_return,0.0,-0.03244016101837287,,,kurt_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.10435193514392868,,
kurt_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,kurt_21:future_63d_return,0.0,-0.039353115526195664,,,kurt_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.07809035652122767,,
maxret_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,maxret_21:future_21d_return,0.0,-0.15289063956667662,,,maxret_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.17407049654298967,,
maxret_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,maxret_21:future_63d_return,0.0,-0.10067758826409834,,,maxret_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.24096165623070775,,
minret_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,minret_21:future_21d_return,0.0,-0.12370510566606557,,,minret_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.20546804687571754,,
minret_21,BLOCKED,REJECTED,distribution,,,,,,,,False,,minret_21:future_63d_return,0.0,-0.1403977672965122,,,minret_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.27282243939045686,,
skew_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,skew_63:future_21d_return,0.0,-0.042426813954297884,,,skew_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.18272067464731487,,
skew_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,skew_63:future_63d_return,0.0,-0.1023700100114481,,,skew_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.04741540791492478,,
kurt_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,kurt_63:future_21d_return,0.0,-0.09368175381296806,,,kurt_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.09458287273863689,,
kurt_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,kurt_63:future_63d_return,0.0,-0.06894966526923414,,,kurt_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.06679993245830637,,
maxret_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,maxret_63:future_21d_return,0.0,-0.11273812677825261,,,maxret_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.1728456036746248,,
maxret_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,maxret_63:future_63d_return,0.0,-0.11824380460575587,,,maxret_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.22475868006271912,,
minret_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,minret_63:future_21d_return,0.0,-0.1322488239588513,,,minret_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.25046014560314894,,
minret_63,BLOCKED,REJECTED,distribution,,,,,,,,False,,minret_63:future_63d_return,0.0,-0.1271597542395937,,,minret_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.3763225037557103,,
dist_high_21,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_21:future_21d_return,0.0,-0.09993320431053783,,,dist_high_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,0.003288306255750755,,
dist_high_21,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_21:future_63d_return,0.0,-0.07447140069174762,,,dist_high_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.2292273059266418,,
dist_low_21,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_21:future_21d_return,0.0,-0.08786802275597587,,,dist_low_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.08015637552173778,,
dist_low_21,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_21:future_63d_return,0.0,-0.14524727412589017,,,dist_low_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.1581378244923797,,
dist_high_63,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_63:future_21d_return,0.0,-0.19002684938768177,,,dist_high_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.004244300506618642,,
dist_high_63,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_63:future_63d_return,0.0,-0.06524578231333746,,,dist_high_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.29914541840631653,,
dist_low_63,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_63:future_21d_return,0.0,-0.17303804319242702,,,dist_low_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.08093612376708943,,
dist_low_63,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_63:future_63d_return,0.0,-0.2364228393045274,,,dist_low_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.1486578142952449,,
dist_high_126,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_126:future_21d_return,0.0,-0.09890508179049909,,,dist_high_126:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.24528905001314477,,
dist_high_126,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_126:future_63d_return,0.0,-0.0833029589747698,,,dist_high_126:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.2876820142375732,,
dist_low_126,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_126:future_21d_return,0.0,-0.14654386580305362,,,dist_low_126:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.09009092323736874,,
dist_low_126,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_126:future_63d_return,0.0,-0.23591057833159385,,,dist_low_126:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.11098111309251461,,
dist_high_252,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_252:future_21d_return,0.0,-0.11689124635698064,,,dist_high_252:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.26138559815061,,
dist_high_252,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_high_252:future_63d_return,0.0,-0.09115300767612622,,,dist_high_252:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.34681828985403007,,
dist_low_252,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_252:future_21d_return,0.0,-0.03492173395457908,,,dist_low_252:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.13722771223441457,,
dist_low_252,BLOCKED,REJECTED,breakout,,,,,,,,False,,dist_low_252:future_63d_return,0.0,-0.018999708209199023,,,dist_low_252:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.11586006606945748,,
sma_dist_5,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_5:future_21d_return,0.0,-0.07658096838718761,,,sma_dist_5:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.02945751236785151,,
sma_dist_5,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_5:future_63d_return,0.0,-0.10704254614946507,,,sma_dist_5:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.11556594469905364,,
sma_dist_10,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_10:future_21d_return,0.0,-0.07297091359308586,,,sma_dist_10:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.019149037618883605,,
sma_dist_10,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_10:future_63d_return,0.0,-0.15298512262912395,,,sma_dist_10:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.10544253358519248,,
sma_dist_21,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_21:future_21d_return,0.0,-0.10129299453128583,,,sma_dist_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.0255114890518216,,
sma_dist_21,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_21:future_63d_return,0.0,-0.17541894387184165,,,sma_dist_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.08426944997158917,,
sma_dist_42,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_42:future_21d_return,0.0,-0.15854195228118642,,,sma_dist_42:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.04253264910315187,,
sma_dist_42,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_42:future_63d_return,0.0,-0.017492530586318403,,,sma_dist_42:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.2643689231588752,,
sma_dist_63,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_63:future_21d_return,0.0,-0.18832178957552664,,,sma_dist_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.04196043829612622,,
sma_dist_63,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_63:future_63d_return,0.0,-0.006096432900829701,,,sma_dist_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.2826773034415824,,
sma_dist_126,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_126:future_21d_return,0.0,-0.03437908972002707,,,sma_dist_126:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.23101438422013504,,
sma_dist_126,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_126:future_63d_return,0.0,-0.014435806628552011,,,sma_dist_126:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.22762865493752424,,
sma_dist_252,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_252:future_21d_return,0.0,-0.04781472444230729,,,sma_dist_252:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.24768648822413497,,
sma_dist_252,BLOCKED,REJECTED,trend,,,,,,,,False,,sma_dist_252:future_63d_return,0.0,-0.040543625524404325,,,sma_dist_252:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.31543831781338016,,
efficiency_10,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_10:future_21d_return,0.0,-0.0309940516984702,,,efficiency_10:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.04618748875731794,,
efficiency_10,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_10:future_63d_return,0.0,-0.06059032099347552,,,efficiency_10:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.12687703874238995,,
efficiency_21,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_21:future_21d_return,0.0,-0.06938525493369502,,,efficiency_21:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.06494859193771402,,
efficiency_21,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_21:future_63d_return,0.0,-0.06367892894628627,,,efficiency_21:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.10536783330679778,,
efficiency_42,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_42:future_21d_return,0.0,-0.140366409238982,,,efficiency_42:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.09498217836629988,,
efficiency_42,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_42:future_63d_return,0.0,-0.131292372805297,,,efficiency_42:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.13265481361010847,,
efficiency_63,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_63:future_21d_return,0.0,-0.05137367371491673,,,efficiency_63:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.14294366788651897,,
efficiency_63,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_63:future_63d_return,0.0,-0.09613345468278225,,,efficiency_63:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.1412378007225711,,
efficiency_126,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_126:future_21d_return,0.0,-0.06541770222355724,,,efficiency_126:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.060136987342057455,,
efficiency_126,BLOCKED,REJECTED,path,,,,,,,,False,,efficiency_126:future_63d_return,0.0,-0.163619987050721,,,efficiency_126:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.15514539353616782,,
volume_z_5,BLOCKED,REJECTED,volume,,,,,,,,False,,volume_z_5:future_21d_return,0.0,-0.05016137594579747,,,volume_z_5:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.07082218228507652,,
volume_z_5,BLOCKED,REJECTED,volume,,,,,,,,False,,volume_z_5:future_63d_return,0.0,-0.05447634877333703,,,volume_z_5:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.025387218179761264,,
dollar_volume_5,BLOCKED,REJECTED,liquidity,,,,,,,,False,,dollar_volume_5:future_21d_return,0.0,-0.09542300115991934,,,dollar_volume_5:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.0782053627770683,,
dollar_volume_5,BLOCKED,REJECTED,liquidity,,,,,,,,False,,dollar_volume_5:future_63d_return,0.0,-0.09235927351170217,,,dollar_volume_5:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.11029675014157264,,
amihud_5,BLOCKED,REJECTED,liquidity,,,,,,,,False,,amihud_5:future_21d_return,0.0,-0.08966682590564783,,,amihud_5:future_21d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.09048026551643396,,
amihud_5,BLOCKED,REJECTED,liquidity,,,,,,,,False,,amihud_5:future_63d_return,0.0,-0.10061600817645534,,,amihud_5:future_63d_return,Reused fixed 483-name panel diagnostic; even a survivor would require fresh point-in-time replication.,df754ae9cbd7af9e2ad056f7daf07c522a44e6fa050228b0a9d0085d2a0288b7,200,V58_PRICE_VOLUME_SWEEP,-0.09241554242587441,,
